"ProductID","ProductDesc","ProductNumber","MakeFlag","Color","SafetyStockLevel","ReorderPoint","StandardCost","ListPrice","Size","SizeUnitMeasureCode","Weight","WeightUnitMeasureCode","ProductCategoryName","ProductSubCategoryName"
"855","Men's Bib-Shorts, S","SB-M891-S","False","Multi","4","3","37.1209","89.99","S","","","","","Bib-Shorts"
"856","Men's Bib-Shorts, M","SB-M891-M","False","Multi","4","3","37.1209","89.99","M","","","","","Bib-Shorts"
"857","Men's Bib-Shorts, L","SB-M891-L","False","Multi","4","3","37.1209","89.99","L","","","","","Bib-Shorts"
"858","Half-Finger Gloves, S","GL-H102-S","False","Black","4","3","9.1593","24.49","S","","","","","Gloves"
"859","Half-Finger Gloves, M","GL-H102-M","False","Black","4","3","9.1593","24.49","M","","","","","Gloves"
"860","Half-Finger Gloves, L","GL-H102-L","False","Black","4","3","9.1593","24.49","L","","","","","Gloves"
"861","Full-Finger Gloves, S","GL-F110-S","False","Black","4","3","15.6709","37.99","S","","","","","Gloves"
"862","Full-Finger Gloves, M","GL-F110-M","False","Black","4","3","15.6709","37.99","M","","","","","Gloves"
"863","Full-Finger Gloves, L","GL-F110-L","False","Black","4","3","15.6709","37.99","L","","","","","Gloves"
"864","Classic Vest, S","VE-C304-S","False","Blue","4","3","23.749","63.5","S","","","","","Vests"
"865","Classic Vest, M","VE-C304-M","False","Blue","4","3","23.749","63.5","M","","","","","Vests"
"866","Classic Vest, L","VE-C304-L","False","Blue","4","3","23.749","63.5","L","","","","","Vests"
"867","Women's Mountain Shorts, S","SH-W890-S","False","Black","4","3","26.1763","69.99","S","","","","","Shorts"
"868","Women's Mountain Shorts, M","SH-W890-M","False","Black","4","3","26.1763","69.99","M","","","","","Shorts"
"869","Women's Mountain Shorts, L","SH-W890-L","False","Black","4","3","26.1763","69.99","L","","","","","Shorts"
"870","Water Bottle - 30 oz.","WB-H098","False","","4","3","1.8663","4.99","","","","","","Bottles and Cages"
"871","Mountain Bottle Cage","BC-M005","False","","4","3","3.7363","9.99","","","","","","Bottles and Cages"
"872","Road Bottle Cage","BC-R205","False","","4","3","3.3623","8.99","","","","","","Bottles and Cages"
"873","Patch Kit/8 Patches","PK-7098","False","","4","3","0.8565","2.29","","","","","","Tires and Tubes"
"874","Racing Socks, M","SO-R809-M","False","White","4","3","3.3623","8.99","M","","","","","Socks"
"875","Racing Socks, L","SO-R809-L","False","White","4","3","3.3623","8.99","L","","","","","Socks"
"876","Hitch Rack - 4-Bike","RA-H123","False","","4","3","44.88","120","","","","","","Bike Racks"
"877","Bike Wash - Dissolver","CL-9009","False","","4","3","2.9733","7.95","","","","","","Cleaners"
"878","Fender Set - Mountain","FE-6654","False","","4","3","8.2205","21.98","","","","","","Fenders"
"879","All-Purpose Bike Stand","ST-1401","False","","4","3","59.466","159","","","","","","Bike Stands"
"880","Hydration Pack - 70 oz.","HY-1023-70","False","Silver","4","3","20.5663","54.99","70","","","","","Hydration Packs"
"881","Short-Sleeve Classic Jersey, S","SJ-0194-S","False","Yellow","4","3","41.5723","53.99","S","","","","","Jerseys"
"882","Short-Sleeve Classic Jersey, M","SJ-0194-M","False","Yellow","4","3","41.5723","53.99","M","","","","","Jerseys"
"883","Short-Sleeve Classic Jersey, L","SJ-0194-L","False","Yellow","4","3","41.5723","53.99","L","","","","","Jerseys"
"884","Short-Sleeve Classic Jersey, XL","SJ-0194-X","False","Yellow","4","3","41.5723","53.99","XL","","","","","Jerseys"
"885","HL Touring Frame - Yellow, 60","FR-T98Y-60","True","Yellow","500","375","601.7437","1003.91","60","CM ","3.08","LB ","","Touring Frames"
"886","LL Touring Frame - Yellow, 62","FR-T67Y-62","True","Yellow","500","375","199.8519","333.42","62","CM ","3.20","LB ","","Touring Frames"
"887","HL Touring Frame - Yellow, 46","FR-T98Y-46","True","Yellow","500","375","601.7437","1003.91","46","CM ","2.96","LB ","","Touring Frames"
"888","HL Touring Frame - Yellow, 50","FR-T98Y-50","True","Yellow","500","375","601.7437","1003.91","50","CM ","3.00","LB ","","Touring Frames"
"889","HL Touring Frame - Yellow, 54","FR-T98Y-54","True","Yellow","500","375","601.7437","1003.91","54","CM ","3.04","LB ","","Touring Frames"
"890","HL Touring Frame - Blue, 46","FR-T98U-46","True","Blue","500","375","601.7437","1003.91","46","CM ","2.96","LB ","","Touring Frames"
"891","HL Touring Frame - Blue, 50","FR-T98U-50","True","Blue","500","375","601.7437","1003.91","50","CM ","3.00","LB ","","Touring Frames"
"892","HL Touring Frame - Blue, 54","FR-T98U-54","True","Blue","500","375","601.7437","1003.91","54","CM ","3.04","LB ","","Touring Frames"
"893","HL Touring Frame - Blue, 60","FR-T98U-60","True","Blue","500","375","601.7437","1003.91","60","CM ","3.08","LB ","","Touring Frames"
"894","Rear Derailleur","RD-2308","True","Silver","500","375","53.9282","121.46","","","215.00","G  ","","Derailleurs"
"895","LL Touring Frame - Blue, 50","FR-T67U-50","True","Blue","500","375","199.8519","333.42","50","CM ","3.10","LB ","","Touring Frames"
"896","LL Touring Frame - Blue, 54","FR-T67U-54","True","Blue","500","375","199.8519","333.42","54","CM ","3.14","LB ","","Touring Frames"
"897","LL Touring Frame - Blue, 58","FR-T67U-58","True","Blue","500","375","199.8519","333.42","58","CM ","3.16","LB ","","Touring Frames"
"898","LL Touring Frame - Blue, 62","FR-T67U-62","True","Blue","500","375","199.8519","333.42","62","CM ","3.20","LB ","","Touring Frames"
"899","LL Touring Frame - Yellow, 44","FR-T67Y-44","True","Yellow","500","375","199.8519","333.42","44","CM ","3.02","LB ","","Touring Frames"
"900","LL Touring Frame - Yellow, 50","FR-T67Y-50","True","Yellow","500","375","199.8519","333.42","50","CM ","3.10","LB ","","Touring Frames"
"901","LL Touring Frame - Yellow, 54","FR-T67Y-54","True","Yellow","500","375","199.8519","333.42","54","CM ","3.14","LB ","","Touring Frames"
"902","LL Touring Frame - Yellow, 58","FR-T67Y-58","True","Yellow","500","375","199.8519","333.42","58","CM ","3.16","LB ","","Touring Frames"
"903","LL Touring Frame - Blue, 44","FR-T67U-44","True","Blue","500","375","199.8519","333.42","44","CM ","3.02","LB ","","Touring Frames"
"904","ML Mountain Frame-W - Silver, 40","FR-M63S-40","True","Silver","500","375","199.3757","364.09","40","CM ","2.77","LB ","","Mountain Frames"
"905","ML Mountain Frame-W - Silver, 42","FR-M63S-42","True","Silver","500","375","199.3757","364.09","42","CM ","2.81","LB ","","Mountain Frames"
"906","ML Mountain Frame-W - Silver, 46","FR-M63S-46","True","Silver","500","375","199.3757","364.09","46","CM ","2.85","LB ","","Mountain Frames"
"907","Rear Brakes","RB-9231","False","Silver","500","375","47.286","106.5","","","317.00","G  ","","Brakes"
"908","LL Mountain Seat/Saddle","SE-M236","False","","500","375","12.0413","27.12","","","","","","Saddles"
"909","ML Mountain Seat/Saddle","SE-M798","False","","500","375","17.3782","39.14","","","","","","Saddles"
"910","HL Mountain Seat/Saddle","SE-M940","False","","500","375","23.3722","52.64","","","","","","Saddles"
"911","LL Road Seat/Saddle","SE-R581","False","","500","375","12.0413","27.12","","","","","","Saddles"
"912","ML Road Seat/Saddle","SE-R908","False","","500","375","17.3782","39.14","","","","","","Saddles"
"913","HL Road Seat/Saddle","SE-R995","False","","500","375","23.3722","52.64","","","","","","Saddles"
"914","LL Touring Seat/Saddle","SE-T312","False","","500","375","12.0413","27.12","","","","","","Saddles"
"915","ML Touring Seat/Saddle","SE-T762","False","","500","375","17.3782","39.14","","","","","","Saddles"
"916","HL Touring Seat/Saddle","SE-T924","False","","500","375","23.3722","52.64","","","","","","Saddles"
"917","LL Mountain Frame - Silver, 42","FR-M21S-42","True","Silver","500","375","144.5938","264.05","42","CM ","2.92","LB ","","Mountain Frames"
"918","LL Mountain Frame - Silver, 44","FR-M21S-44","True","Silver","500","375","144.5938","264.05","44","CM ","2.96","LB ","","Mountain Frames"
"919","LL Mountain Frame - Silver, 48","FR-M21S-48","True","Silver","500","375","144.5938","264.05","48","CM ","3.00","LB ","","Mountain Frames"
"920","LL Mountain Frame - Silver, 52","FR-M21S-52","True","Silver","500","375","144.5938","264.05","52","CM ","3.04","LB ","","Mountain Frames"
"921","Mountain Tire Tube","TT-M928","False","","500","375","1.8663","4.99","","","","","","Tires and Tubes"
"922","Road Tire Tube","TT-R982","False","","500","375","1.4923","3.99","","","","","","Tires and Tubes"
"923","Touring Tire Tube","TT-T092","False","","500","375","1.8663","4.99","","","","","","Tires and Tubes"
"924","LL Mountain Frame - Black, 42","FR-M21B-42","True","Black","500","375","136.785","249.79","42","CM ","2.92","LB ","","Mountain Frames"
"925","LL Mountain Frame - Black, 44","FR-M21B-44","True","Black","500","375","136.785","249.79","44","CM ","2.96","LB ","","Mountain Frames"
"926","LL Mountain Frame - Black, 48","FR-M21B-48","True","Black","500","375","136.785","249.79","48","CM ","3.00","LB ","","Mountain Frames"
"927","LL Mountain Frame - Black, 52","FR-M21B-52","True","Black","500","375","136.785","249.79","52","CM ","3.04","LB ","","Mountain Frames"
"928","LL Mountain Tire","TI-M267","False","","500","375","9.3463","24.99","","","","","","Tires and Tubes"
"929","ML Mountain Tire","TI-M602","False","","500","375","11.2163","29.99","","","","","","Tires and Tubes"
"930","HL Mountain Tire","TI-M823","False","","500","375","13.09","35","","","","","","Tires and Tubes"
"931","LL Road Tire","TI-R092","False","","500","375","8.0373","21.49","","","","","","Tires and Tubes"
"932","ML Road Tire","TI-R628","False","","500","375","9.3463","24.99","","","","","","Tires and Tubes"
"933","HL Road Tire","TI-R982","False","","500","375","12.1924","32.6","","","","","","Tires and Tubes"
"934","Touring Tire","TI-T723","False","","500","375","10.8423","28.99","","","","","","Tires and Tubes"
"935","LL Mountain Pedal","PD-M282","False","Silver/Black","500","375","17.9776","40.49","","","218.00","G  ","","Pedals"
"936","ML Mountain Pedal","PD-M340","False","Silver/Black","500","375","27.568","62.09","","","215.00","G  ","","Pedals"
"937","HL Mountain Pedal","PD-M562","False","Silver/Black","500","375","35.9596","80.99","","","185.00","G  ","","Pedals"
"938","LL Road Pedal","PD-R347","False","Silver/Black","500","375","17.9776","40.49","","","189.00","G  ","","Pedals"
"939","ML Road Pedal","PD-R563","False","Silver/Black","500","375","27.568","62.09","","","168.00","G  ","","Pedals"
"940","HL Road Pedal","PD-R853","False","Silver/Black","500","375","35.9596","80.99","","","149.00","G  ","","Pedals"
"941","Touring Pedal","PD-T852","False","Silver/Black","500","375","35.9596","80.99","","","","","","Pedals"
"942","ML Mountain Frame-W - Silver, 38","FR-M63S-38","True","Silver","500","375","199.3757","364.09","38","CM ","2.73","LB ","","Mountain Frames"
"943","LL Mountain Frame - Black, 40","FR-M21B-40","True","Black","500","375","136.785","249.79","40","CM ","2.88","LB ","","Mountain Frames"
"944","LL Mountain Frame - Silver, 40","FR-M21S-40","True","Silver","500","375","144.5938","264.05","40","CM ","2.88","LB ","","Mountain Frames"
"945","Front Derailleur","FD-2342","True","Silver","500","375","40.6216","91.49","","","88.00","G  ","","Derailleurs"
"946","LL Touring Handlebars","HB-T721","True","","500","375","20.464","46.09","","","","","Accessories","Handlebars"
"947","HL Touring Handlebars","HB-T928","True","","500","375","40.6571","91.57","","","","","Accessories","Handlebars"
"948","Front Brakes","FB-9873","False","Silver","500","375","47.286","106.5","","","317.00","G  ","","Brakes"
"949","LL Crankset","CS-4759","True","Black","500","375","77.9176","175.49","","","600.00","G  ","","Cranksets"
"950","ML Crankset","CS-6583","True","Black","500","375","113.8816","256.49","","","635.00","G  ","","Cranksets"
"951","HL Crankset","CS-9183","True","Black","500","375","179.8156","404.99","","","575.00","G  ","","Cranksets"
"952","Chain","CH-0234","False","Silver","500","375","8.9866","20.24","","","","","","Chains"
"953","Touring-2000 Blue, 60","BK-T44U-60","True","Blue","100","75","755.1508","1214.85","60","CM ","27.90","LB ","Clothing","Touring Bikes"
"954","Touring-1000 Yellow, 46","BK-T79Y-46","True","Yellow","100","75","1481.9379","2384.07","46","CM ","25.13","LB ","Clothing","Touring Bikes"
"955","Touring-1000 Yellow, 50","BK-T79Y-50","True","Yellow","100","75","1481.9379","2384.07","50","CM ","25.42","LB ","Clothing","Touring Bikes"
"956","Touring-1000 Yellow, 54","BK-T79Y-54","True","Yellow","100","75","1481.9379","2384.07","54","CM ","25.68","LB ","Clothing","Touring Bikes"
"957","Touring-1000 Yellow, 60","BK-T79Y-60","True","Yellow","100","75","1481.9379","2384.07","60","CM ","25.90","LB ","Clothing","Touring Bikes"
"958","Touring-3000 Blue, 54","BK-T18U-54","True","Blue","100","75","461.4448","742.35","54","CM ","29.68","LB ","Clothing","Touring Bikes"
"959","Touring-3000 Blue, 58","BK-T18U-58","True","Blue","100","75","461.4448","742.35","58","CM ","29.90","LB ","Clothing","Touring Bikes"
"960","Touring-3000 Blue, 62","BK-T18U-62","True","Blue","100","75","461.4448","742.35","62","CM ","30.00","LB ","Clothing","Touring Bikes"
"961","Touring-3000 Yellow, 44","BK-T18Y-44","True","Yellow","100","75","461.4448","742.35","44","CM ","28.77","LB ","Clothing","Touring Bikes"
"962","Touring-3000 Yellow, 50","BK-T18Y-50","True","Yellow","100","75","461.4448","742.35","50","CM ","29.13","LB ","Clothing","Touring Bikes"
"963","Touring-3000 Yellow, 54","BK-T18Y-54","True","Yellow","100","75","461.4448","742.35","54","CM ","29.42","LB ","Clothing","Touring Bikes"
"964","Touring-3000 Yellow, 58","BK-T18Y-58","True","Yellow","100","75","461.4448","742.35","58","CM ","29.79","LB ","Clothing","Touring Bikes"
"965","Touring-3000 Yellow, 62","BK-T18Y-62","True","Yellow","100","75","461.4448","742.35","62","CM ","30.00","LB ","Clothing","Touring Bikes"
"966","Touring-1000 Blue, 46","BK-T79U-46","True","Blue","100","75","1481.9379","2384.07","46","CM ","25.13","LB ","Clothing","Touring Bikes"
"967","Touring-1000 Blue, 50","BK-T79U-50","True","Blue","100","75","1481.9379","2384.07","50","CM ","25.42","LB ","Clothing","Touring Bikes"
"968","Touring-1000 Blue, 54","BK-T79U-54","True","Blue","100","75","1481.9379","2384.07","54","CM ","25.68","LB ","Clothing","Touring Bikes"
"969","Touring-1000 Blue, 60","BK-T79U-60","True","Blue","100","75","1481.9379","2384.07","60","CM ","25.90","LB ","Clothing","Touring Bikes"
"970","Touring-2000 Blue, 46","BK-T44U-46","True","Blue","100","75","755.1508","1214.85","46","CM ","27.13","LB ","Clothing","Touring Bikes"
"971","Touring-2000 Blue, 50","BK-T44U-50","True","Blue","100","75","755.1508","1214.85","50","CM ","27.42","LB ","Clothing","Touring Bikes"
"972","Touring-2000 Blue, 54","BK-T44U-54","True","Blue","100","75","755.1508","1214.85","54","CM ","27.68","LB ","Clothing","Touring Bikes"
"973","Road-350-W Yellow, 40","BK-R79Y-40","True","Yellow","100","75","1082.51","1700.99","40","CM ","15.35","LB ","Components","Road Bikes"
"974","Road-350-W Yellow, 42","BK-R79Y-42","True","Yellow","100","75","1082.51","1700.99","42","CM ","15.77","LB ","Components","Road Bikes"
"975","Road-350-W Yellow, 44","BK-R79Y-44","True","Yellow","100","75","1082.51","1700.99","44","CM ","16.13","LB ","Components","Road Bikes"
"976","Road-350-W Yellow, 48","BK-R79Y-48","True","Yellow","100","75","1082.51","1700.99","48","CM ","16.42","LB ","Components","Road Bikes"
"977","Road-750 Black, 58","BK-R19B-58","True","Black","100","75","343.6496","539.99","58","CM ","20.79","LB ","Components","Road Bikes"
"978","Touring-3000 Blue, 44","BK-T18U-44","True","Blue","100","75","461.4448","742.35","44","CM ","28.77","LB ","Clothing","Touring Bikes"
"979","Touring-3000 Blue, 50","BK-T18U-50","True","Blue","100","75","461.4448","742.35","50","CM ","29.13","LB ","Clothing","Touring Bikes"
"980","Mountain-400-W Silver, 38","BK-M38S-38","True","Silver","100","75","419.7784","769.49","38","CM ","26.35","LB ","Bikes","Mountain Bikes"
"981","Mountain-400-W Silver, 40","BK-M38S-40","True","Silver","100","75","419.7784","769.49","40","CM ","26.77","LB ","Bikes","Mountain Bikes"
"982","Mountain-400-W Silver, 42","BK-M38S-42","True","Silver","100","75","419.7784","769.49","42","CM ","27.13","LB ","Bikes","Mountain Bikes"
"983","Mountain-400-W Silver, 46","BK-M38S-46","True","Silver","100","75","419.7784","769.49","46","CM ","27.42","LB ","Bikes","Mountain Bikes"
"984","Mountain-500 Silver, 40","BK-M18S-40","True","Silver","100","75","308.2179","564.99","40","CM ","27.35","LB ","Bikes","Mountain Bikes"
"985","Mountain-500 Silver, 42","BK-M18S-42","True","Silver","100","75","308.2179","564.99","42","CM ","27.77","LB ","Bikes","Mountain Bikes"
"986","Mountain-500 Silver, 44","BK-M18S-44","True","Silver","100","75","308.2179","564.99","44","CM ","28.13","LB ","Bikes","Mountain Bikes"
"987","Mountain-500 Silver, 48","BK-M18S-48","True","Silver","100","75","308.2179","564.99","48","CM ","28.42","LB ","Bikes","Mountain Bikes"
"988","Mountain-500 Silver, 52","BK-M18S-52","True","Silver","100","75","308.2179","564.99","52","CM ","28.68","LB ","Bikes","Mountain Bikes"
"989","Mountain-500 Black, 40","BK-M18B-40","True","Black","100","75","294.5797","539.99","40","CM ","27.35","LB ","Bikes","Mountain Bikes"
"990","Mountain-500 Black, 42","BK-M18B-42","True","Black","100","75","294.5797","539.99","42","CM ","27.77","LB ","Bikes","Mountain Bikes"
"991","Mountain-500 Black, 44","BK-M18B-44","True","Black","100","75","294.5797","539.99","44","CM ","28.13","LB ","Bikes","Mountain Bikes"
"992","Mountain-500 Black, 48","BK-M18B-48","True","Black","100","75","294.5797","539.99","48","CM ","28.42","LB ","Bikes","Mountain Bikes"
"993","Mountain-500 Black, 52","BK-M18B-52","True","Black","100","75","294.5797","539.99","52","CM ","28.68","LB ","Bikes","Mountain Bikes"
"994","LL Bottom Bracket","BB-7421","True","","500","375","23.9716","53.99","","","223.00","G  ","","Bottom Brackets"
"995","ML Bottom Bracket","BB-8107","True","","500","375","44.9506","101.24","","","168.00","G  ","","Bottom Brackets"
"996","HL Bottom Bracket","BB-9108","True","","500","375","53.9416","121.49","","","170.00","G  ","","Bottom Brackets"
"997","Road-750 Black, 44","BK-R19B-44","True","Black","100","75","343.6496","539.99","44","CM ","19.77","LB ","Components","Road Bikes"
"998","Road-750 Black, 48","BK-R19B-48","True","Black","100","75","343.6496","539.99","48","CM ","20.13","LB ","Components","Road Bikes"
"999","Road-750 Black, 52","BK-R19B-52","True","Black","100","75","343.6496","539.99","52","CM ","20.42","LB ","Components","Road Bikes"
"713","Long-Sleeve Logo Jersey, S","LJ-0192-S","False","Multi","4","3","38.4923","49.99","S","","","","Clothing","Shirt"
"714","Long-Sleeve Logo Jersey, M","LJ-0192-M","False","Multi","4","3","38.4923","49.99","M","","","","Clothing","Shirt"
"715","Long-Sleeve Logo Jersey, L","LJ-0192-L","False","Multi","4","3","38.4923","49.99","L","","","","Clothing","Shirt"
"716","Long-Sleeve Logo Jersey, XL","LJ-0192-X","False","Multi","4","3","38.4923","49.99","XL","","","","Clothing","Shirt"
"881","Short-Sleeve Classic Jersey, S","SJ-0194-S","False","Yellow","4","3","41.5723","53.99","S","","","","Clothing","Shirt"
"882","Short-Sleeve Classic Jersey, M","SJ-0194-M","False","Yellow","4","3","41.5723","53.99","M","","","","Clothing","Shirt"
"883","Short-Sleeve Classic Jersey, L","SJ-0194-L","False","Yellow","4","3","41.5723","53.99","L","","","","Clothing","Shirt"
"884","Short-Sleeve Classic Jersey, XL","SJ-0194-X","False","Yellow","4","3","41.5723","53.99","XL","","","","Clothing","Shirt"
